id,Chr,lo,hi,score,size,maxC,overlap_freq,null_max_overlap,emp_p,emp_q,lo_Mb,hi_Mb
6,Chr1,25226152,25593634,1.9225,3,0.815,0.0104166666666667,1.6475,0.0103092783505155,0.011454753722795,25.226,25.594
89,Chr20,12678746,13011549,1.8325,6,0.5675,0,0,0.0103092783505155,0.011454753722795,12.679,13.012
13,Chr2,13564282,13564297,1.7925,5,0.715,0,0,0.0103092783505155,0.011454753722795,13.564,13.564
66,Chr14,12378727,12704972,1.7725,5,0.7325,0,0,0.0103092783505155,0.011454753722795,12.379,12.705
47,Chr9,9436467,9436669,1.77,3,0.705,0,0,0.0103092783505155,0.011454753722795,9.436,9.437
50,Chr11,2035568,2035895,1.585,4,0.6875,0,0,0.0103092783505155,0.011454753722795,2.036,2.036
60,Chr13,6463201,6463238,1.56,3,0.7,0,0,0.0103092783505155,0.011454753722795,6.463,6.463
69,Chr15,6898545,6898779,1.54,4,0.675,0.0104166666666667,1.2525,0.0103092783505155,0.011454753722795,6.899,6.899
44,Chr8,10328909,10329025,1.5175,8,0.3525,0,0,0.0103092783505155,0.011454753722795,10.329,10.329
46,Chr9,3106306,3580111,1.49,4,0.8075,0,0,0.0103092783505155,0.011454753722795,3.106,3.58
12,Chr2,9425758,9559052,1.4525,5,0.9125,0,0,0.0103092783505155,0.011454753722795,9.426,9.559
90,Chr21,7000338,7325969,1.425,3,0.845,0,0,0.0103092783505155,0.011454753722795,7,7.326
30,Chr5,10523750,10523775,1.2625,3,0.7125,0,0,0.0103092783505155,0.011454753722795,10.524,10.524
15,Chr3,3763429,4199615,1.155,4,0.595,0,0,0.0103092783505155,0.011454753722795,3.763,4.2
20,Chr3,13030593,13030596,1.15,4,0.3575,0,0,0.0103092783505155,0.011454753722795,13.031,13.031
37,Chr7,9078916,9078931,1.0925,3,0.4325,0,0,0.0103092783505155,0.011454753722795,9.079,9.079
2,Chr1,6297332,6302385,1.09,3,0.5075,0,0,0.0103092783505155,0.011454753722795,6.297,6.302
49,Chr11,824823,1194555,1.0325,5,0.43,0,0,0.0103092783505155,0.011454753722795,0.825,1.195
88,Chr20,6251212,6323436,1.0075,3,0.5625,0,0,0.0103092783505155,0.011454753722795,6.251,6.323
62,Chr14,2461056,2461083,0.9925,3,0.85,0,0,0.0103092783505155,0.011454753722795,2.461,2.461
64,Chr14,6502385,6502417,0.935,3,0.5575,0,0,0.0103092783505155,0.011454753722795,6.502,6.502
71,Chr15,14373434,14373469,0.8725,3,0.645,0,0,0.0103092783505155,0.011454753722795,14.373,14.373
84,Chr18,15317385,15317405,0.8425,4,0.26,0,0,0.0103092783505155,0.011454753722795,15.317,15.317
18,Chr3,9401819,9401829,0.815,3,0.3825,0,0,0.0103092783505155,0.011454753722795,9.402,9.402
56,Chr12,9904864,9904890,0.75,5,0.29,0,0,0.0103092783505155,0.011454753722795,9.905,9.905
3,Chr1,17969169,18290612,0.7175,3,0.4225,0,0,0.0103092783505155,0.011454753722795,17.969,18.291
68,Chr15,6061827,6061843,0.6725,4,0.2175,0,0,0.0103092783505155,0.011454753722795,6.062,6.062
31,Chr6,1404905,1405108,0.6475,3,0.385,0,0,0.0103092783505155,0.011454753722795,1.405,1.405
78,Chr17,7284481,7284545,0.64,3,0.3,0,0,0.0103092783505155,0.011454753722795,7.284,7.285
36,Chr7,6952607,6952648,0.5875,3,0.3325,0,0,0.0103092783505155,0.011454753722795,6.953,6.953
16,Chr3,5066800,5066849,0.56,5,0.195,0,0,0.0103092783505155,0.011454753722795,5.067,5.067
33,Chr6,11462676,11462901,0.44,3,0.1825,0,0,0.0103092783505155,0.011454753722795,11.463,11.463
72,Chr16,1630526,1630583,0.43,4,0.1925,0,0,0.0103092783505155,0.011454753722795,1.631,1.631
39,Chr8,358949,358966,0.3775,3,0.2275,0,0,0.0103092783505155,0.011454753722795,0.359,0.359
19,Chr3,489240,489246,0.34,3,0.19,0,0,0.0103092783505155,0.011454753722795,0.489,0.489
41,Chr8,9261573,9392369,0.315,3,0.1225,0,0,0.0103092783505155,0.011454753722795,9.262,9.392
32,Chr6,2132780,2132789,0.2975,3,0.13,0,0,0.0103092783505155,0.011454753722795,2.133,2.133
9,Chr2,21043,21054,0.2725,3,0.1375,0,0,0.0103092783505155,0.011454753722795,0.021,0.021
75,Chr16,13899845,13899938,0.245,3,0.11,0,0,0.0103092783505155,0.011454753722795,13.9,13.9
14,Chr2,22517742,22881514,2.5575,8,0.8025,0.0208333333333333,2.895,0.0206185567010309,0.021087160262418,22.518,22.882
1,Chr1,2153774,2511356,1.6225,5,0.7075,0.0104166666666667,2.1075,0.0206185567010309,0.021087160262418,2.154,2.511
43,Chr8,17187342,17187646,1.5175,6,0.4275,0.0104166666666667,1.89,0.0206185567010309,0.021087160262418,17.187,17.188
54,Chr12,2478509,2500267,1.2925,3,0.7125,0.0104166666666667,2.0375,0.0206185567010309,0.021087160262418,2.479,2.5
21,Chr4,2092736,2092739,1.1025,3,0.43,0.0104166666666667,3.04,0.0206185567010309,0.021087160262418,2.093,2.093
24,Chr4,15285431,15285527,0.8175,5,0.2375,0.0104166666666667,2.985,0.0206185567010309,0.021087160262418,15.285,15.286
10,Chr2,2080525,2466476,0.4025,4,0.1525,0.0104166666666667,2.0575,0.0206185567010309,0.021087160262418,2.081,2.466
8,Chr1,21505572,21904361,7.8375,37,0.955,0.0625,149.6975,0.0309278350515464,0.0312753388161705,21.506,21.904
85,Chr20,181891,214205,1.9225,8,0.7075,0.0416666666666667,45.475,0.0412371134020619,0.0412371134020619,0.182,0.214
