file,Chr,w,a,c,contrast,regime,cMMb,span
1,Chr2,16,6.74821684804442e-05,0.938157679510993,0.90871536553095,structured,4.86154232355976,2989169.3
1,Chr2,17,5.66930619820589e-05,0.931801550554188,0.902359236574145,structured,7.80658212679572,2989169.3
1,Chr2,18,0.000104321367291017,0.937193292536971,0.907750978556929,structured,9.96360074512777,2989169.3
2,Chr1,1,3.41858098522674e-06,0.999999999999969,0.969909716089027,structured,4.48648111000336,2367668.5
2,Chr1,2,2.89612591055974e-05,0.966693896366527,0.936603612455585,structured,7.5952274078243,2367668.5
2,Chr1,3,1.00315946994887e-05,1,0.969909716089058,structured,5.04842633164229,2367668.5
2,Chr1,4,2.21479197225828e-07,1,0.969909716089058,structured,1.0026847675009,2367668.5
2,Chr1,5,7.70154136728341e-07,1,0.969909716089058,structured,0.256272267514341,2367668.5
2,Chr1,6,1.64163041985414e-06,1,0.969909716089058,structured,0.694605085824829,2367668.5
2,Chr1,7,4.73871969063858e-06,1,0.969909716089058,structured,1.6279843283028,2367668.5
2,Chr1,8,9.30194280871981e-06,1,0.969909716089058,structured,2.81660469058174,2367668.5
2,Chr1,9,2.19514486182717e-05,1,0.969909716089058,structured,2.69246631586431,2367668.5
2,Chr1,10,1.83747921642085e-05,0.946777762381548,0.916687478470606,structured,1.69356782479481,2367668.5
2,Chr1,11,5.39544619664038e-07,0.979647479285527,0.949557195374585,structured,0.67661499065431,2367668.5
2,Chr1,12,5.12228607956378e-07,1,0.969909716089058,structured,1.0534643338654,2367668.5
2,Chr1,13,2.42672395721596e-05,0.924621687337643,0.894531403426701,structured,2.50529656578089,2367668.5
2,Chr1,14,2.31144035296799e-06,0.956089683557961,0.925999399647018,structured,2.48782051781552,2367668.5
2,Chr1,15,1.77373726648582e-06,0.922701830903529,0.892611546992587,structured,4.03072957014377,2367668.5
2,Chr1,16,4.55347131023137e-05,0.960458253740809,0.930367969829867,structured,7.48836648644232,2367668.5
2,Chr1,17,0.000171366863230622,0.925078445803442,0.8949881618925,structured,8.71597293067135,2367668.5
2,Chr1,18,5.42298936546457e-05,0.974433574302772,0.94434329039183,structured,6.33398288523466,2367668.5
2,Chr2,1,1.06297830113846e-05,0.991241637709417,0.961151353798475,structured,4.6802245006346,2369062
2,Chr2,2,4.48867808217462e-05,1,0.969909716089058,structured,7.65101478853089,2369062
2,Chr2,3,1.3349562278854e-05,1,0.969909716089058,structured,4.828871656484,2369062
2,Chr2,4,2.23917825830857e-06,1,0.969909716089058,structured,0.910534819842719,2369062
2,Chr2,5,3.08920333266701e-06,0.949079714935858,0.918989431024916,structured,0.262592286834545,2369062
2,Chr2,6,1.46861500517364e-05,0.999999999999979,0.969909716089037,structured,0.702458124270394,2369062
2,Chr2,7,1.81486728599768e-05,0.999999999999993,0.969909716089051,structured,1.63643177297227,2369062
2,Chr2,8,2.32500300938295e-05,0.991817439703011,0.961727155792069,structured,2.81522739116038,2369062
2,Chr2,9,2.17722997493695e-05,0.98612556694562,0.956035283034678,structured,2.69115696871004,2369062
2,Chr2,10,2.4615823599077e-05,0.996052907519351,0.965962623608409,structured,1.68013422787183,2369062
2,Chr2,11,8.2567416906331e-07,1,0.969909716089058,structured,0.656632761888179,2369062
2,Chr2,12,5.90903324508341e-07,0.981997934099949,0.951907650189007,structured,1.05665129302461,2369062
2,Chr2,13,1.33146026794529e-05,0.981216323126414,0.951126039215472,structured,2.51331243282871,2369062
2,Chr2,14,1.64179604871079e-06,1,0.969909716089058,structured,2.48267851816769,2369062
2,Chr2,15,1.05252293774485e-06,0.976138047304062,0.94604776339312,structured,4.11175307412251,2369062
2,Chr2,16,6.60219626305473e-05,0.98849921454014,0.958408930629198,structured,7.52300336566879,2369062
2,Chr2,17,0.000151820459105148,0.999999999999977,0.969909716089034,structured,8.64612763811347,2369062
2,Chr2,18,6.97747139056113e-05,0.998348763236715,0.968258479325773,structured,6.33142583014311,2369062
3,Chr1,1,1.67563775819263e-05,0.96265865933494,0.932658929748944,structured,2.83951429740318,1788510.1
3,Chr1,2,2.90549974750836e-05,1,0.970000270414004,structured,3.08638646100076,1788510.1
3,Chr1,3,5.1218694745433e-05,1,0.970000270414004,structured,8.57764440715333,1788510.1
3,Chr1,4,0.000116109080663865,1,0.970000270414004,structured,13.8103320064398,1788510.1
3,Chr1,5,7.98823620819025e-05,1,0.970000270414004,structured,10.4478899685504,1788510.1
3,Chr1,6,2.2249733392428e-05,1,0.970000270414004,structured,5.70006653519676,1788510.1
3,Chr1,7,1.76916504236497e-05,1,0.970000270414004,structured,3.83944777326829,1788510.1
3,Chr1,8,6.1455536593542e-06,0.969761024329001,0.939761294743005,structured,2.26394114247016,1788510.1
3,Chr1,9,1.32903638081005e-05,1,0.970000270414004,structured,2.3390102192437,1788510.1
3,Chr1,10,1.12440419589943e-05,0.960370095194131,0.930370365608135,structured,2.70945136787272,1788510.1
3,Chr1,11,1.00613066311977e-05,1,0.970000270414004,structured,2.91990416890326,1788510.1
3,Chr1,12,6.1578465083107e-07,1,0.970000270414004,structured,1.59072184753303,1788510.1
3,Chr1,13,2.94557082232591e-07,1,0.970000270414004,structured,1.01072535712724,1788510.1
3,Chr1,14,6.34014700963561e-06,0.999999999999981,0.970000270413985,structured,2.06505418903509,1788510.1
3,Chr1,15,1.07118241018516e-05,0.999999999999989,0.970000270413993,structured,1.34595649622198,1788510.1
3,Chr1,16,2.23337069325089e-06,0.98583072735132,0.955830997765324,structured,0.474834630438932,1788510.1
3,Chr1,17,2.20922167665307e-06,1,0.970000270414004,structured,2.39768810832428,1788510.1
3,Chr1,18,2.34634358484608e-05,0.990176964792863,0.960177235206867,structured,4.77725043186978,1788510.1
3,Chr2,1,1.7500648749099e-05,1,0.970000270414004,structured,2.8393710992892,1788600.3
3,Chr2,2,2.66387793605911e-05,0.992698002901778,0.962698273315781,structured,3.09327477009618,1788600.3
3,Chr2,3,4.37661232336025e-05,1,0.970000270414004,structured,8.562857578834,1788600.3
3,Chr2,4,7.33588232480623e-05,0.972475110598055,0.942475381012059,structured,13.8090408335038,1788600.3
3,Chr2,5,3.84921950682378e-05,0.985539949165555,0.955540219579559,structured,10.451351553837,1788600.3
3,Chr2,6,2.794661525745e-05,0.988121087517381,0.958121357931385,structured,5.66881588139957,1788600.3
3,Chr2,7,2.17989469194581e-05,0.99995842960989,0.969958700023894,structured,3.84411705104249,1788600.3
3,Chr2,8,5.57368757857733e-06,0.884878593225387,0.854878863639391,structured,2.27066205689548,1788600.3
3,Chr2,9,8.17099121056223e-06,0.960246594257042,0.930246864671046,structured,2.3368510436303,1788600.3
3,Chr2,10,2.10603457198319e-05,0.93014782570386,0.900148096117864,structured,2.70795658328235,1788600.3
3,Chr2,11,2.45858883216695e-05,0.969683367983749,0.939683638397753,structured,2.92044391263344,1788600.3
3,Chr2,12,1.00775862519573e-06,1,0.970000270414004,structured,1.59098635204296,1788600.3
3,Chr2,13,0,0.984500380482186,0.95450065089619,structured,1.01226443099893,1788600.3
3,Chr2,14,9.0906036437258e-06,1,0.970000270414004,structured,2.06528051373546,1788600.3
3,Chr2,15,5.97195868963478e-06,1,0.970000270414004,structured,1.3457634981055,1788600.3
3,Chr2,16,3.63113343171335e-06,1,0.970000270414004,structured,0.475595554671097,1788600.3
3,Chr2,17,3.3740989498047e-06,1,0.970000270414004,structured,2.39673228079109,1788600.3
3,Chr2,18,4.26617692097739e-05,0.987494154160438,0.957494424574442,structured,4.77545848429768,1788600.3
3,Chr2,19,4.00566133984463e-05,1,0.970000270414004,structured,4.64619188575297,1788600.3
4,Chr1,1,5.23402823467067e-06,0.999090418492224,0.968178492420042,structured,5.64719085348921,3308555.7
4,Chr1,2,9.85899240709918e-05,0.999999999999985,0.969088073927803,structured,7.85683724690841,3308555.7
4,Chr1,3,1.20897378654747e-05,0.98059127429799,0.949679348225808,structured,4.5003831967113,3308555.7
4,Chr1,4,6.01257465929863e-06,0.982923849572402,0.95201192350022,structured,3.09734056413636,3308555.7
4,Chr1,5,7.52866873236175e-05,0.975865144743306,0.944953218671123,structured,3.45232477650691,3308555.7
4,Chr1,6,4.55862361377742e-05,0.928629653901332,0.89771772782915,structured,2.91373776873484,3308555.7
4,Chr1,7,2.6910651157634e-05,1,0.969088073927818,structured,2.8734229567331,3308555.7
4,Chr1,8,3.77345000909011e-05,1,0.969088073927818,structured,2.61381513311365,3308555.7
4,Chr1,9,3.58227697361309e-05,0.982670074213386,0.951758148141204,structured,3.27519477602429,3308555.7
4,Chr1,10,3.74274892234114e-05,0.993525707150334,0.962613781078151,structured,3.42776096744761,3308555.7
4,Chr1,11,4.06253281158189e-05,1,0.969088073927818,structured,3.19898090782336,3308555.7
4,Chr1,12,3.65532070437613e-05,1,0.969088073927818,structured,2.93662761249919,3308555.7
4,Chr1,13,2.74633738933568e-05,1,0.969088073927818,structured,1.38794753103602,3308555.7
4,Chr1,14,3.34372920057615e-07,0.973528909639082,0.942616983566899,structured,0.322950585356626,3308555.7
4,Chr1,15,0,0.968428233800899,0.937516307728717,structured,0.0633453974864581,3308555.7
4,Chr1,16,1.72284015705937e-06,0.994620414716669,0.963708488644487,structured,0.610363593535608,3308555.7
4,Chr1,17,2.07022665344879e-05,1,0.969088073927818,structured,2.66645350362688,3308555.7
4,Chr1,18,1.61521749776378e-05,1,0.969088073927818,structured,5.90592909777959,3308555.7
4,Chr1,19,3.16661876290615e-05,0.940662474756768,0.909750548684586,structured,7.37417859633989,3308555.7
4,Chr2,1,7.60077239866437e-06,0.986180195560627,0.955268269488445,structured,5.59602918457468,3344618.9
4,Chr2,2,3.50253233577538e-05,0.790473872646417,0.759561946574235,structured,8.05125604450809,3344618.9
4,Chr2,3,1.03257717262469e-05,0.928968272325153,0.898056346252971,structured,4.47529319623527,3344618.9
4,Chr2,4,1.37417676060666e-05,0.95548824638371,0.924576320311527,structured,3.04518410099266,3344618.9
4,Chr2,5,5.11480427912952e-05,0.962752543511233,0.931840617439051,structured,3.41857453656041,3344618.9
4,Chr2,6,0.000102193809270338,0.999999999999986,0.969088073927804,structured,2.76813811379115,3344618.9
4,Chr2,7,2.45447608749859e-05,1,0.969088073927818,structured,2.81856789272679,3344618.9
4,Chr2,8,2.45665441646777e-05,1,0.969088073927818,structured,2.56628509805763,3344618.9
4,Chr2,9,2.36366794305787e-05,0.929136947841993,0.898225021769811,structured,3.25119253497013,3344618.9
4,Chr2,10,6.91026931563762e-05,0.999999999999965,0.969088073927783,structured,3.45964066069521,3344618.9
4,Chr2,11,2.53976804545128e-05,0.935316227613339,0.904404301541157,structured,3.2835834810989,3344618.9
4,Chr2,12,2.80457946313966e-05,0.969618967112749,0.938707041040566,structured,2.83494150608769,3344618.9
4,Chr2,13,1.07421137974298e-05,0.992168608059055,0.961256681986873,structured,1.20721728924889,3344618.9
4,Chr2,14,0,0.979496195081652,0.94858426900947,structured,0.255485012059222,3344618.9
4,Chr2,15,4.00312324666521e-09,0.983271104652504,0.952359178580322,structured,0.127667759098052,3344618.9
4,Chr2,16,4.48392753734677e-06,0.904987143713737,0.874075217641555,structured,1.03943083022105,3344618.9
4,Chr2,17,0.000106763467251184,0.999999999999992,0.96908807392781,structured,3.00647108105501,3344618.9
4,Chr2,18,8.34647596416592e-05,0.999999999999996,0.969088073927814,structured,6.70158262376577,3344618.9
5,Chr1,1,1.1001931218406e-06,0.987426300573594,0.957165352079913,structured,1.18934949129271,1526143.7
5,Chr1,2,1.43462696815181e-06,1,0.969739051506319,structured,5.0480407588076,1526143.7
5,Chr1,3,9.81828897568933e-05,0.999999999999994,0.969739051506313,structured,9.30207500262398,1526143.7
5,Chr1,4,2.76627428047201e-05,0.959912897926734,0.929651949433053,structured,6.62092366176352,1526143.7
5,Chr1,5,2.54799250716718e-05,0.972012838907526,0.941751890413845,structured,5.68523417173392,1526143.7
5,Chr1,6,1.67264657247065e-05,0.981181237886447,0.950920289392767,structured,5.14600727894001,1526143.7
5,Chr1,7,3.70023968637528e-06,1,0.969739051506319,structured,2.27763610988926,1526143.7
5,Chr1,8,1.6823033891654e-06,1,0.969739051506319,structured,0.853751639250754,1526143.7
5,Chr1,9,2.23980993741921e-06,1,0.969739051506319,structured,0.279790166548536,1526143.7
5,Chr1,10,1.41394660731719e-06,1,0.969739051506319,structured,0.174950759879298,1526143.7
5,Chr1,11,2.98748374777628e-06,0.999999999999991,0.969739051506311,structured,0.612499511193216,1526143.7
5,Chr1,12,2.18810138363682e-06,1,0.969739051506319,structured,1.29077633982087,1526143.7
5,Chr1,13,5.20025739127689e-06,1,0.969739051506319,structured,3.64751552290714,1526143.7
5,Chr1,14,1.87220259948697e-05,1,0.969739051506319,structured,7.28798712833066,1526143.7
5,Chr1,15,4.33445893201288e-06,0.988572632282722,0.958311683789041,structured,8.78766244163915,1526143.7
5,Chr1,16,1.47058311089437e-05,0.999999999999979,0.969739051506298,structured,9.48474019549276,1526143.7
5,Chr1,17,4.75012843897143e-05,1,0.969739051506319,structured,8.1656792869505,1526143.7
5,Chr2,1,1.0401025744252e-06,1,0.969739051506319,structured,1.15699027810491,1526056.5
5,Chr2,2,1.36924992404331e-06,1,0.969739051506319,structured,5.04355751070971,1526056.5
5,Chr2,3,5.68120194686671e-05,0.957994435127,0.92773348663332,structured,9.32451551965632,1526056.5
5,Chr2,4,5.08608382638249e-05,0.941769654040709,0.911508705547029,structured,6.63282270248151,1526056.5
5,Chr2,5,5.52304414098031e-05,0.975636512040788,0.945375563547108,structured,5.70551310360681,1526056.5
5,Chr2,6,5.12733423343446e-05,0.962320689814794,0.932059741321114,structured,5.16000584812336,1526056.5
5,Chr2,7,1.26189014047555e-05,0.997374951788472,0.967114003294791,structured,2.27776625570547,1526056.5
5,Chr2,8,1.49325709712869e-05,0.99999999999999,0.969739051506309,structured,0.867022656956092,1526056.5
5,Chr2,9,1.02577792268836e-06,0.995643757368006,0.965382808874325,structured,0.279806153966121,1526056.5
5,Chr2,10,0,0.982238414229654,0.951977465735973,structured,0,1526056.5
5,Chr2,11,8.78015847719766e-07,0.970597322768609,0.940336374274928,structured,0.174960756695445,1526056.5
5,Chr2,12,1.93261813748331e-05,0.99999999999999,0.969739051506309,structured,0.611048788603506,1526056.5
5,Chr2,13,1.03345324946945e-05,1,0.969739051506319,structured,1.27842966828306,1526056.5
5,Chr2,14,1.87926551373701e-05,0.9941469208732,0.96388597237952,structured,3.62382657360622,1526056.5
5,Chr2,15,5.8194601243262e-05,1,0.969739051506319,structured,7.30949274633127,1526056.5
5,Chr2,16,1.76154586639414e-05,0.99999999999999,0.96973905150631,structured,8.80491529646165,1526056.5
5,Chr2,17,1.16636547851862e-05,0.999999999999987,0.969739051506306,structured,9.48187737984956,1526056.5
5,Chr2,18,3.78398283786249e-05,0.958002903684867,0.927741955191186,structured,8.1661458799199,1526056.5
6,Chr1,1,1.63611906221498e-05,0.999999999999985,0.968840684836821,structured,4.00835112346411,1885330.5
6,Chr1,2,3.55521451829209e-05,1,0.968840684836837,structured,6.34884950441043,1885330.5
6,Chr1,3,2.3942942904101e-05,0.964514884210131,0.933355569046968,structured,6.15013351345671,1885330.5
6,Chr1,4,3.52270381354851e-05,0.97046922134338,0.939309906180217,structured,7.22196198173634,1885330.5
6,Chr1,5,0.000144808830774728,0.975070353008015,0.943911037844852,structured,8.19874354538123,1885330.5
6,Chr1,6,3.18730969120488e-05,1,0.968840684836837,structured,6.58896110003503,1885330.5
6,Chr1,7,2.728167038672e-05,0.996802988621664,0.965643673458501,structured,4.95814456986803,1885330.5
6,Chr1,8,6.40763037740224e-05,0.999999999999985,0.968840684836821,structured,3.33555068653509,1885330.5
6,Chr1,9,4.19026706964363e-05,0.940910430789434,0.909751115626271,structured,2.68605698676089,1885330.5
6,Chr1,10,1.95742055823137e-05,0.966907123219401,0.935747808056238,structured,2.55074640759273,1885330.5
6,Chr1,11,1.97976893106001e-05,1,0.968840684836837,structured,2.24443406606958,1885330.5
6,Chr1,12,1.51497751729773e-05,0.993318383556853,0.96215906839369,structured,0.968795656782725,1885330.5
6,Chr1,13,1.30822823501615e-05,0.999999999999991,0.968840684836828,structured,0.688058708425167,1885330.5
6,Chr1,14,3.04385283187127e-05,1,0.968840684836837,structured,2.7215387434723,1885330.5
6,Chr1,15,4.66390409611913e-05,1,0.968840684836837,structured,4.39156802486321,1885330.5
6,Chr1,16,3.45658872702576e-05,0.982808629554149,0.951649314390986,structured,4.22764072400038,1885330.5
6,Chr1,17,1.81380243135377e-05,0.98314235881061,0.951983043647447,structured,2.48656869603856,1885330.5
6,Chr1,18,8.9108944456258e-06,1,0.968840684836837,structured,0.736740852598521,1885330.5
6,Chr2,1,2.15897207664909e-05,0.999999999999981,0.968840684836818,structured,4.0018350941421,1884905.1
6,Chr2,2,4.56891395591855e-05,0.998965848807929,0.967806533644766,structured,6.35225730655213,1884905.1
6,Chr2,3,4.29573885627112e-05,1,0.968840684836837,structured,6.16023886999897,1884905.1
6,Chr2,4,5.00180105308732e-05,1,0.968840684836837,structured,7.2184493588712,1884905.1
6,Chr2,5,0.000155639657101921,0.999999999999978,0.968840684836815,structured,8.20213059965819,1884905.1
6,Chr2,6,3.93921043992543e-05,0.942082953886646,0.910923638723483,structured,6.59348880762628,1884905.1
6,Chr2,7,2.50645030794213e-05,0.987735945757447,0.956576630594284,structured,4.97154885296378,1884905.1
6,Chr2,8,2.25656049815974e-05,0.980557582226953,0.94939826706379,structured,3.3363034794805,1884905.1
6,Chr2,9,2.96819426110172e-05,0.805959718058622,0.774800402895459,structured,2.68878622417115,1884905.1
6,Chr2,10,1.83271890778835e-05,0.990693080166577,0.959533765003414,structured,2.48983424864169,1884905.1
6,Chr2,11,1.55076029422753e-05,1,0.968840684836837,structured,2.24494060735471,1884905.1
6,Chr2,12,2.30118063203192e-05,1,0.968840684836837,structured,0.969014302099349,1884905.1
6,Chr2,13,8.24757684365927e-06,0.973309732022234,0.942150416859071,structured,0.676080349816186,1884905.1
6,Chr2,14,3.79181116053048e-05,1,0.968840684836837,structured,2.72215296144087,1884905.1
6,Chr2,15,3.2258979040309e-05,0.98527856354643,0.954119248383267,structured,4.39164833342067,1884905.1
6,Chr2,16,3.60089387722751e-05,1,0.968840684836837,structured,4.22859485074342,1884905.1
6,Chr2,17,1.29096300398292e-05,0.989839643108513,0.95868032794535,structured,2.49720794962038,1884905.1
6,Chr2,18,1.18568829940588e-05,0.999999999999986,0.968840684836823,structured,0.736907125987401,1884905.1
7,Chr1,1,2.27009959301193e-06,1,0.967579831150785,structured,1.2568488167594,1783428.5
7,Chr1,2,0,0.988404905155085,0.95598473630587,structured,0.327666100560931,1783428.5
7,Chr1,3,0,0.982722429141605,0.950302260292389,structured,0,1783428.5
7,Chr1,4,0,0.985496553605091,0.953076384755876,structured,0,1783428.5
7,Chr1,5,0,0.992537085917079,0.960116917067863,structured,1.22784766037228,1783428.5
7,Chr1,6,7.76678284136106e-06,0.99999999999999,0.967579831150775,structured,3.79610095561145,1783428.5
7,Chr1,7,1.83308318187063e-05,0.989470677659182,0.957050508809966,structured,4.7163584284857,1783428.5
7,Chr1,8,2.37822448793612e-05,0.981818210763304,0.949398041914088,structured,3.556261828993,1783428.5
7,Chr1,9,1.61064638234844e-05,1,0.967579831150785,structured,2.64753290656234,1783428.5
7,Chr1,10,1.48744278212731e-05,0.962227242017671,0.929807073168456,structured,2.27044038359322,1783428.5
7,Chr1,11,1.35818504825087e-06,0.988976875663454,0.956556706814239,structured,1.06432658267872,1783428.5
7,Chr1,12,0,0.980280471034019,0.947860302184804,structured,1.01570942923407,1783428.5
7,Chr1,13,9.15475967871956e-06,1,0.967579831150785,structured,3.65756182543904,1783428.5
7,Chr1,14,3.24781241972951e-05,1,0.967579831150785,structured,6.04485649101911,1783428.5
7,Chr1,15,6.57117174739626e-05,0.989696999481217,0.957276830632001,structured,8.16474536394612,1783428.5
7,Chr1,16,7.84229408971414e-05,0.97066167556028,0.938241506711065,structured,9.37853682887683,1783428.5
7,Chr1,17,6.53918334572601e-05,1,0.967579831150785,structured,9.59478570510603,1783428.5
7,Chr1,18,4.59214280262184e-05,1,0.967579831150785,structured,6.78320109786547,1783428.5
7,Chr2,1,2.73466346841415e-06,1,0.967579831150785,structured,1.2559815314962,1784660
7,Chr2,2,0,0.990274544872241,0.957854376023026,structured,0.342422069995635,1784660
7,Chr2,3,0,0.972853697997697,0.940433529148482,structured,0,1784660
7,Chr2,4,0,0.973452908100825,0.94103273925161,structured,0,1784660
7,Chr2,5,0,0.973755192475288,0.941335023626072,structured,1.2098262893817,1784660
7,Chr2,6,1.41173954229624e-05,0.961635071013889,0.929214902164674,structured,3.78829493051131,1784660
7,Chr2,7,3.69971972363289e-05,0.957758500163171,0.925338331313956,structured,4.74586568310306,1784660
7,Chr2,8,5.54630936107187e-05,1,0.967579831150785,structured,3.55815376772611,1784660
7,Chr2,9,2.41325829872649e-05,1,0.967579831150785,structured,2.64796378470792,1784660
7,Chr2,10,1.22584208888888e-05,1,0.967579831150785,structured,2.26885992575699,1784660
7,Chr2,11,1.49147911796749e-06,1,0.967579831150785,structured,1.06651602490832,1784660
7,Chr2,12,0,0.979878021939396,0.947457853090181,structured,1.06032657831108,1784660
7,Chr2,13,1.75867063991468e-05,0.97108683751322,0.938666668664004,structured,3.65503793439647,1784660
7,Chr2,14,4.37626174659837e-05,0.997744282431862,0.965324113582646,structured,6.04574341354045,1784660
7,Chr2,15,6.32625508433492e-05,0.973410008970051,0.940989840120835,structured,8.17264012047258,1784660
7,Chr2,16,5.78145027134969e-05,0.92927864110675,0.896858472257534,structured,9.37562345066,1784660
7,Chr2,17,6.02574053049187e-05,0.913986850688121,0.881566681838906,structured,9.57518920605189,1784660
7,Chr2,18,5.28348853951417e-05,0.942998207465849,0.910578038616633,structured,6.7743898431492,1784660
7,Chr2,19,1.62377535430224e-05,0.951465213093924,0.919045044244708,structured,2.40976827319441,1784660
8,Chr1,1,0.000121705985287104,0.999999999999986,0.96451200207453,structured,5.65439097320625,2026187.3
8,Chr1,2,7.51397606288562e-05,0.913014556193539,0.877526558268083,structured,10.0031638331689,2026187.3
8,Chr1,3,4.47413596117671e-05,0.961019690546421,0.925531692620966,structured,8.99717156768229,2026187.3
8,Chr1,4,2.51184707052144e-05,1,0.964512002074544,structured,5.46476221212822,2026187.3
8,Chr1,5,1.58420957480042e-05,1,0.964512002074544,structured,3.4944861951546,2026187.3
8,Chr1,6,1.23473153336912e-05,1,0.964512002074544,structured,2.35217987768591,2026187.3
8,Chr1,7,2.23602092173231e-06,1,0.964512002074544,structured,1.14338432026503,2026187.3
8,Chr1,8,5.15026182822469e-07,1,0.964512002074544,structured,0.328213769226773,2026187.3
8,Chr1,9,3.82145393613404e-07,1,0.964512002074544,structured,0.121184100137724,2026187.3
8,Chr1,10,1.1762071430736e-06,1,0.964512002074544,structured,0.395570537827375,2026187.3
8,Chr1,11,7.76185970632389e-07,1,0.964512002074544,structured,0.791141075654754,2026187.3
8,Chr1,12,2.49180272846941e-06,1,0.964512002074544,structured,1.62469313769055,2026187.3
8,Chr1,13,5.82080775339493e-06,1,0.964512002074544,structured,2.69150833192963,2026187.3
8,Chr1,14,1.17008519786143e-05,0.999241713589111,0.963753715663655,structured,3.65414254778769,2026187.3
8,Chr1,15,3.38891427464474e-05,0.998787488696147,0.963299490770692,structured,6.16080333584654,2026187.3
8,Chr1,16,2.41687530007867e-05,0.960669286015718,0.925181288090262,structured,7.66306614805274,2026187.3
8,Chr1,17,6.06537021528642e-06,0.923217932038336,0.88772993411288,structured,6.64619904409789,2026187.3
8,Chr1,18,3.64333923223619e-05,0.977172804754198,0.941684806828742,structured,6.0506875976026,2026187.3
8,Chr2,1,3.72833881797686e-05,0.886476562542011,0.850988564616555,structured,5.65855220193086,2026075.8
8,Chr2,2,5.47417374748402e-05,0.881865986587918,0.846377988662463,structured,9.99832931087953,2026075.8
8,Chr2,3,5.74449021445851e-05,0.820554272916174,0.785066274990718,structured,8.99079409909802,2026075.8
8,Chr2,4,4.39918306757971e-05,1,0.964512002074544,structured,5.45796937052578,2026075.8
8,Chr2,5,3.33442776465548e-05,1,0.964512002074544,structured,3.43483467036156,2026075.8
8,Chr2,6,1.99456880664541e-05,0.947097363611683,0.911609365686227,structured,2.35954318671907,2026075.8
8,Chr2,7,1.04155803517864e-05,0.999999999999974,0.964512002074518,structured,1.1415991411343,2026075.8
