w,file,Chr,a,c,contrast,regime,cMMb,span
10,1,Chr2,5.53409397971221e-05,0.96335339738167,0.933980924971516,structured,7.80658212679572,2989169.3
10,1,Chr2,0.000184214507043322,0.999999999999983,0.970627527589828,structured,9.96360074512777,2989169.3
20,1,Chr1,1.08280365669958e-05,0.878604334791724,0.84923186238157,structured,4.7212976326795,1494462.6
20,1,Chr1,1.07118640855288e-05,0.935230998873129,0.905858526462974,structured,4.54377379534289,1494462.6
20,1,Chr1,2.3694086018296e-05,0.880329083276695,0.850956610866541,structured,6.28414362619972,1494462.6
20,1,Chr1,7.34729627385461e-06,0.970955239915256,0.941582767505102,structured,6.48493980377963,1494462.6
20,1,Chr1,4.83199557942697e-07,0.984535477033733,0.955163004623578,structured,2.4380001212476,1494462.6
20,1,Chr1,0,0.989086403851457,0.959713931441302,structured,0.110572178153865,1494462.6
20,1,Chr1,3.06037584459457e-05,0.999999999999991,0.970627527589836,structured,1.66589129670045,1494462.6
20,1,Chr1,3.72680617085264e-05,0.950449638075758,0.921077165665603,structured,3.05510116305836,1494462.6
20,1,Chr1,3.11144252056931e-05,0.772733257582156,0.743360785172001,structured,3.02007980960945,1494462.6
20,1,Chr1,1.08667401597266e-05,0.925824366666342,0.896451894256188,structured,2.28176822227761,1494462.6
20,1,Chr1,9.15924778165756e-06,0.957306816839319,0.927934344429165,structured,1.03408388846734,1494462.6
20,1,Chr1,6.14159258571742e-06,0.999999999999993,0.970627527589838,structured,0.556478542840539,1494462.6
20,1,Chr1,1.08409579291095e-06,0.979018353199573,0.949645880789419,structured,0.357653647538593,1494462.6
20,1,Chr1,4.72355449520561e-07,0.96460971917211,0.935237246761956,structured,0.107396464789416,1494462.6
20,1,Chr1,1.85164650159994e-05,1,0.970627527589846,structured,1.00035959414441,1494462.6
20,1,Chr1,1.04400190856757e-05,1,0.970627527589846,structured,1.11244949482731,1494462.6
20,1,Chr1,8.61208402351175e-06,1,0.970627527589846,structured,0.801204147569736,1494462.6
20,1,Chr1,1.96350040099203e-05,0.957798863050001,0.928426390639846,structured,1.79217493223467,1494462.6
20,1,Chr1,1.95947799304658e-05,0.977606574787237,0.948234102377083,structured,2.28302356851595,1494462.6
20,1,Chr1,0.000150052981236011,0.999999999999975,0.970627527589821,structured,2.85490326385457,1494462.6
20,1,Chr1,3.08723098607348e-05,0.942064237569326,0.912691765159172,structured,2.80476241329275,1494462.6
20,1,Chr1,2.02948777331657e-05,0.987399207784415,0.958026735374261,structured,2.29623635186971,1494462.6
20,1,Chr1,1.9704868519318e-05,1,0.970627527589846,structured,2.28112529598922,1494462.6
20,1,Chr1,3.25571420682736e-05,1,0.970627527589846,structured,3.02996211693566,1494462.6
20,1,Chr1,6.61600990546459e-05,0.999999999999992,0.970627527589837,structured,3.1087941264109,1494462.6
20,1,Chr1,6.73297121274038e-05,0.957271870182818,0.927899397772663,structured,3.02147719274945,1494462.6
20,1,Chr1,6.97319796782349e-05,0.944121034713193,0.914748562303038,structured,4.10099050286595,1494462.6
20,1,Chr1,8.30629729344758e-05,1,0.970627527589846,structured,4.78054360891054,1494462.6
20,1,Chr1,0.000129323207810001,0.999999999999972,0.970627527589817,structured,4.89718448278865,1494462.6
20,1,Chr1,3.98080128947364e-05,0.889742289277614,0.860369816867459,structured,5.11120187979079,1494462.6
20,1,Chr1,0.000100842281471486,0.999999999999973,0.970627527589818,structured,5.6230725875629,1494462.6
20,1,Chr1,9.68534057387762e-05,0.999999999999983,0.970627527589828,structured,4.50547426071759,1494462.6
20,1,Chr1,7.67530628624944e-05,0.80857206113836,0.779199588728205,structured,3.94611035167435,1494462.6
20,1,Chr1,7.72383885721821e-05,0.830054233601544,0.80068176119139,structured,8.57777351209814,1494462.6
20,1,Chr1,6.59224566381645e-05,0.857230002256537,0.827857529846382,structured,11.3725700944392,1494462.6
20,1,Chr1,8.98010706605004e-05,0.972126686872974,0.94275421446282,structured,10.4405650790891,1494462.6
20,1,Chr1,0.000203150940130165,0.999999999999979,0.970627527589824,structured,8.67076465571539,1494462.6
20,1,Chr1,0.000110731523066402,0.999999999999986,0.970627527589831,structured,4.3568039626316,1494462.6
20,1,Chr2,1.34366919898176e-05,0.931129782798236,0.901757310388081,structured,4.73308578883724,1494584.65
20,1,Chr2,2.86439754787959e-05,0.95307061343807,0.923698141027916,structured,4.54340274403327,1494584.65
20,1,Chr2,5.01236760103242e-05,0.920201789232803,0.890829316822649,structured,6.45774106662987,1494584.65
20,1,Chr2,7.68437430700371e-06,1,0.970627527589846,structured,6.4844102339737,1494584.65
20,1,Chr2,4.98268834637023e-07,0.994988430454776,0.965615958044622,structured,2.22805153250322,1494584.65
20,1,Chr2,0,0.969453403580716,0.940080931170561,structured,0.161864242828241,1494584.65
20,1,Chr2,2.61998231008937e-06,0.983259639658501,0.953887167248347,structured,1.68073451042067,1494584.65
20,1,Chr2,4.91196500946823e-05,0.99999999999998,0.970627527589825,structured,3.0033862128517,1494584.65
20,1,Chr2,3.0154104919788e-05,0.837912867137714,0.808540394727559,structured,3.01816091596435,1494584.65
20,1,Chr2,1.70879129743457e-05,0.940217662350243,0.910845189940088,structured,2.27243271396863,1494584.65
20,1,Chr2,1.1068557885917e-05,0.999999999999985,0.97062752758983,structured,1.01872215594239,1494584.65
20,1,Chr2,8.17835947509926e-06,0.999999999999978,0.970627527589823,structured,0.555704651656306,1494584.65
20,1,Chr2,5.11159372280241e-07,0.930052189170363,0.900679716760208,structured,0.345008947629547,1494584.65
20,1,Chr2,1.4073440354084e-06,0.96582040427454,0.936447931864386,structured,0.10738769463476,1494584.65
20,1,Chr2,1.87849579914653e-05,0.954664482236447,0.925292009826292,structured,1.00027790329574,1494584.65
20,1,Chr2,1.56357627355024e-05,0.951008205390295,0.921635732980141,structured,1.12430355100214,1494584.65
20,1,Chr2,7.38800954802591e-06,0.989013957200278,0.959641484790124,structured,1.03741196592645,1494584.65
20,1,Chr2,1.67309915333822e-05,0.90076128833603,0.871388815925875,structured,1.81941043795756,1494584.65
20,1,Chr2,1.81650759194163e-05,0.993254435561073,0.963881963150919,structured,2.29840594282984,1494584.65
20,1,Chr2,4.34721563686348e-05,0.993984434725774,0.96461196231562,structured,2.88067502909017,1494584.65
20,1,Chr2,4.22865260473605e-05,0.957210208762896,0.927837736352741,structured,2.79497413138026,1494584.65
20,1,Chr2,4.712495814452e-05,1,0.970627527589846,structured,2.25119654101832,1494584.65
20,1,Chr2,3.23544604688073e-05,1,0.970627527589846,structured,2.30907681713132,1494584.65
20,1,Chr2,2.99670222744401e-05,1,0.970627527589846,structured,3.01370395204981,1494584.65
20,1,Chr2,3.96231616780743e-05,1,0.970627527589846,structured,3.2034088805377,1494584.65
20,1,Chr2,0.000139480200847835,0.999999999999998,0.970627527589843,structured,3.10242230640463,1494584.65
20,1,Chr2,0.000153467750797783,0.999999999999998,0.970627527589844,structured,4.03068527036471,1494584.65
20,1,Chr2,8.23310330994099e-05,0.962107710726952,0.932735238316798,structured,4.68625179577484,1494584.65
20,1,Chr2,8.85311104128614e-05,0.775501139307182,0.746128666897027,structured,4.87754365020565,1494584.65
20,1,Chr2,5.56351746865849e-05,1,0.970627527589846,structured,5.13442861959156,1494584.65
20,1,Chr2,7.08497389135485e-05,0.928275793958979,0.898903321548825,structured,5.60350432487955,1494584.65
20,1,Chr2,8.17837869753422e-05,0.897434876678899,0.868062404268745,structured,4.50585521863714,1494584.65
20,1,Chr2,5.89562054203134e-05,0.90778017187585,0.878407699465696,structured,4.11013689502099,1494584.65
20,1,Chr2,6.63551409544988e-05,0.868466830442594,0.839094358032439,structured,8.6597171618961,1494584.65
20,1,Chr2,4.74431861071958e-05,0.954031029329288,0.924658556919133,structured,11.4534963683399,1494584.65
20,1,Chr2,0.000116194868056556,0.976550352828074,0.947177880417919,structured,10.4159085600419,1494584.65
20,1,Chr2,0.000133496071373156,0.942904542277701,0.913532069867546,structured,8.46201752480214,1494584.65
20,1,Chr2,3.0523230481551e-05,0.656937062053019,0.627564589642864,structured,4.31459615185984,1494584.65
50,1,Chr1,5.63875320129032e-05,0.999263249627734,0.969890777217579,structured,3.34339814665477,597785.04
50,1,Chr1,1.45531832380685e-05,0.878087645060016,0.848715172649862,structured,3.88935795382233,597785.04
50,1,Chr1,7.30638001925854e-06,0.905328491064784,0.875956018654629,structured,4.09354454956673,597785.04
50,1,Chr1,2.52610912192001e-05,0.931276714565634,0.901904242155479,structured,5.75842904250005,597785.04
50,1,Chr1,1.73010510301676e-05,0.936810509063391,0.907438036653237,structured,4.91815586418824,597785.04
50,1,Chr1,6.6068233593813e-05,0.999999999999986,0.970627527589832,structured,4.2478114899024,597785.04
50,1,Chr1,8.5265327482557e-05,0.999999999999984,0.97062752758983,structured,5.33653103827199,597785.04
50,1,Chr1,2.81344771241378e-05,0.636314060074552,0.606941587664398,structured,5.7689625382134,597785.04
50,1,Chr1,6.25929615759185e-05,0.571562609663341,0.542190137253186,structured,9.40304561653132,597785.04
50,1,Chr1,3.13474361257333e-05,0.754656619155242,0.725284146745088,structured,8.41092604253791,597785.04
50,1,Chr1,1.99509879283183e-05,0.898522571159394,0.86915009874924,structured,6.09500030311899,597785.04
50,1,Chr1,9.06670875461229e-07,1,0.970627527589846,structured,3.1875031767836,597785.04
50,1,Chr1,0,0.987447368686887,0.958074896276732,structured,0,597785.04
50,1,Chr1,0,0.970589650124245,0.941217177714091,structured,0,597785.040000001
50,1,Chr1,0,0.968768835589478,0.939396363179324,structured,0,597785.04
50,1,Chr1,0,0.945096449099477,0.915723976689323,structured,0,597785.04
50,1,Chr1,2.61893664187068e-06,0.737377204577528,0.708004732167374,structured,1.48960029273722,597785.04
50,1,Chr1,5.8026955318087e-05,0.909711792723042,0.880339320312888,structured,2.68323877760474,597785.04
50,1,Chr1,5.43190653111966e-05,0.999999999999974,0.97062752758982,structured,2.53656656512316,597785.04
50,1,Chr1,5.33488893463033e-05,0.863879451382204,0.834506978972049,structured,4.61662415839002,597785.04
50,1,Chr1,5.74961296133972e-05,0.644280327197672,0.614907854787517,structured,3.42526194734512,597785.04
50,1,Chr1,2.00910831981532e-05,0.666658630399769,0.637286157989615,structured,3.32030051182321,597785.04
50,1,Chr1,5.91394035758553e-05,0.999999999999984,0.970627527589829,structured,2.08209460372523,597785.04
50,1,Chr1,5.02868207083858e-05,0.999999999999966,0.970627527589811,structured,1.98065360680913,597785.04
50,1,Chr1,3.22814455206331e-06,0.870057463959525,0.840684991549371,structured,0.597478748483895,597785.04
50,1,Chr1,2.13704033999667e-06,0.842399474866152,0.813027002455997,structured,0.0664501996701977,597785.040000001
50,1,Chr1,9.1847894074067e-06,0.939446054078807,0.910073581668653,structured,0.568818250681891,597785.040000001
50,1,Chr1,3.32791473035128e-05,0.99999999999999,0.970627527589835,structured,1.34161938880238,597785.040000001
50,1,Chr1,3.04021394971298e-06,0.977811995613151,0.948439523202996,structured,0.804637064855302,597785.039999999
50,1,Chr1,0,0.9702639254326,0.940891453022446,structured,0,597785.039999999
50,1,Chr1,6.90549803725738e-07,0.943560507378305,0.914188034968151,structured,0.0314178757201964,597785.039999999
50,1,Chr1,1.11938396632473e-06,0.887210796986489,0.857838324576334,structured,0.0894970539911801,597785.039999999
50,1,Chr1,0,0.89395045783474,0.864577985424585,structured,0.0571282186052514,597785.039999999
50,1,Chr1,0,0.948760417780466,0.919387945370312,structured,0,597785.040000001
50,1,Chr1,7.96159241792837e-06,1,0.970627527589846,structured,0.403516293895397,597785.040000001
50,1,Chr1,3.93205312117845e-05,0.989514040368345,0.96014156795819,structured,2.33068732029595,597785.040000001
50,1,Chr1,1.4172137796105e-05,0.996872951759528,0.967500479349374,structured,2.09547163054315,597785.039999999
50,1,Chr1,2.09510079294261e-06,0.998881037242142,0.969508564831987,structured,0.167291159821719,597785.039999999
50,1,Chr1,4.39930497514176e-06,1,0.970627527589846,structured,0.446648848890558,597785.039999999
50,1,Chr1,7.12534463753798e-06,0.969888816076755,0.9405163436666,structured,0.673100011754656,597785.039999999
50,1,Chr1,1.10572667081611e-05,0.941670968871705,0.912298496461551,structured,0.765147784266661,597785.039999999
50,1,Chr1,5.30761065300756e-05,0.999999999999971,0.970627527589817,structured,1.3167595295365,597785.040000001
50,1,Chr1,1.98475261282904e-05,0.911422328384387,0.882049855974232,structured,1.90713708284969,597785.040000001
50,1,Chr1,2.17320170592738e-05,0.913740798294194,0.884368325884039,structured,1.60760128757989,597785.040000001
50,1,Chr1,3.87250818221411e-05,0.999999999999983,0.970627527589829,structured,1.96391666141394,597785.039999999
50,1,Chr1,2.4269342268546e-05,0.999999999999991,0.970627527589836,structured,1.67815382031801,597785.039999999
50,1,Chr1,2.72066499375409e-05,0.58709700827399,0.557724535863835,structured,3.2074963569942,597785.039999999
50,1,Chr1,2.83199083037017e-05,0.843496792548293,0.814124320138139,structured,3.4385866372747,597785.039999999
50,1,Chr1,3.79703356058172e-05,0.684059159718899,0.654686687308745,structured,3.01887026671823,597785.039999999
50,1,Chr1,5.35495206492483e-05,0.820477621828719,0.791105149418564,structured,3.54690726763473,597785.040000001
50,1,Chr1,3.86985381239471e-05,0.882059229491072,0.852686757080918,structured,2.80410852969463,597785.040000001
50,1,Chr1,6.85830724501573e-05,1,0.970627527589845,structured,2.45881667845606,597785.040000001
50,1,Chr1,7.41020067185049e-06,0.991004839799726,0.961632367389571,structured,1.92203495305066,597785.039999999
50,1,Chr1,1.89815191735738e-05,1,0.970627527589846,structured,2.06083241606812,597785.039999999
50,1,Chr1,4.93748506925556e-05,0.99999999999998,0.970627527589825,structured,2.41461326698719,597785.039999999
50,1,Chr1,1.53407967719249e-05,1,0.970627527589846,structured,2.71489225898233,597785.039999999
50,1,Chr1,1.95203655358529e-05,1,0.970627527589846,structured,2.53335676330941,597785.039999999
50,1,Chr1,4.09006739334638e-05,1,0.970627527589846,structured,2.34903258512625,597785.039999999
50,1,Chr1,3.49879794733141e-05,0.997367279716193,0.967994807306039,structured,2.72969494319842,597785.039999999
50,1,Chr1,8.04110031572766e-05,0.999999999999968,0.970627527589814,structured,3.22323350163999,597785.039999999
50,1,Chr1,7.46660282339898e-06,0.48555011694021,0.456177644530056,structured,2.76566191131678,597785.039999999
50,1,Chr1,8.54184769239509e-05,0.90924123443191,0.879868762021756,structured,3.12274491250249,597785.039999999
50,1,Chr1,7.07081887928693e-05,0.93680344290559,0.907430970495436,structured,3.57121945530255,597785.039999999
50,1,Chr1,7.10340452606559e-05,0.956630132750029,0.927257660339874,structured,3.43842988068313,597785.039999999
50,1,Chr1,8.64805570889128e-05,0.947943397205573,0.918570924795418,structured,4.64797062536319,597785.039999999
50,1,Chr1,5.25789709050862e-05,0.9127551014117,0.883382629001546,structured,4.47234343636303,597785.039999999
50,1,Chr1,6.30193096549061e-05,0.976955333943278,0.947582861533123,structured,4.31040973310282,597785.039999999
50,1,Chr1,7.63760363005323e-05,0.958553655840037,0.929181183429883,structured,5.24471531709015,597785.039999999
50,1,Chr1,0.000227377428210984,0.999999999999963,0.970627527589808,structured,5.61461808098799,597785.039999999
50,1,Chr1,5.00960394464853e-05,0.833322750779619,0.803950278369464,structured,4.46589962570187,597785.039999999
50,1,Chr1,4.20644981793816e-05,0.741129711589016,0.711757239178862,structured,3.93452469135059,597785.039999999
50,1,Chr1,4.18579641038097e-05,0.630350471294427,0.600977998884272,structured,4.77492213500287,597785.039999999
50,1,Chr1,5.38227250491286e-05,0.649587263027704,0.62021479061755,structured,5.16381581307994,597785.039999999
50,1,Chr1,5.80020178074314e-05,0.935095845709269,0.905723373299115,structured,5.63329587505233,597785.039999999
50,1,Chr1,9.33095083687919e-05,0.910023749670882,0.880651277260727,structured,5.4387518605755,597785.039999999
50,1,Chr1,6.17031429866558e-05,0.819318583819728,0.789946111409574,structured,5.72028366584752,597785.039999999
50,1,Chr1,0.000113435841690152,0.99999999999996,0.970627527589805,structured,6.19114134940211,597785.039999999
50,1,Chr1,4.39457291613456e-05,0.78057296857909,0.751200496168936,structured,5.52316241391604,597785.039999999
50,1,Chr1,4.04609740937937e-05,0.824093336065568,0.794720863655413,structured,3.62742420290005,597785.039999999
50,1,Chr1,2.95488494278621e-05,0.922884498290788,0.893512025880633,structured,2.14530938358348,597785.039999999
50,1,Chr1,4.67652637649467e-05,0.508581370630927,0.479208898220772,structured,4.3712459192575,597785.039999999
50,1,Chr1,0.000103863513789924,0.828643120556149,0.799270648145995,structured,4.89788203562661,597785.039999999
50,1,Chr1,7.42834070105947e-05,0.693669082329306,0.664296609919152,structured,9.80625401922673,597785.039999999
50,1,Chr1,9.48845231308356e-05,0.465152722418964,0.435780250008809,structured,13.3707992969984,597785.039999999
50,1,Chr1,4.15249906551907e-05,0.661542606914785,0.63217013450463,structured,8.56453439582222,597785.039999999
50,1,Chr1,7.7168944704563e-05,0.876130390029114,0.846757917618959,structured,7.37193028694387,597785.039999999
50,1,Chr1,6.97407611426645e-05,0.815795876097812,0.786423403687657,structured,11.8602206234056,597785.039999999
50,1,Chr1,0.000228134925473238,0.999999999999975,0.97062752758982,structured,11.7653688035573,597785.039999999
50,1,Chr1,0.000298507436349879,0.999999999999978,0.970627527589824,structured,9.74394229739304,597785.039999999
50,1,Chr1,0.000297359993235285,0.999999999999981,0.970627527589827,structured,10.5971087974342,597785.039999999
50,1,Chr1,0.000104812765722523,0.798126913425256,0.768754441015102,structured,9.70903679615467,597785.039999999
50,1,Chr1,9.55262345474241e-05,0.592914535194698,0.563542062784544,structured,6.44799759182958,597785.039999999
50,1,Chr1,8.63626094396867e-05,0.942923131095879,0.913550658685724,structured,3.86416416949501,597785.039999999
50,1,Chr1,3.61481532562657e-05,0.957199591397424,0.92782711898727,structured,2.30010529203508,597785.039999999
50,1,Chr1,2.49039090756007e-05,0.857818224979292,0.828445752569137,structured,1.17748999175254,597785.039999999
50,1,Chr1,5.36551861595888e-05,0.999999999999981,0.970627527589826,structured,0.760891547371996,597785.039999999
50,1,Chr2,2.09824933167927e-05,0.753900735259381,0.724528262849226,structured,3.81942584765761,597833.86
50,1,Chr2,1.15860113612438e-05,0.91866896122227,0.889296488812116,structured,3.8966278899681,597833.86
50,1,Chr2,6.56114602767167e-06,0.927518075298472,0.898145602888317,structured,3.59859496790017,597833.86
50,1,Chr2,7.66737405342426e-05,0.963083905802494,0.93371143339234,structured,5.77832796437014,597833.86
50,1,Chr2,3.85887100337648e-05,0.82712368990124,0.797751217491086,structured,4.8203245922527,597833.86
50,1,Chr2,5.6331083052341e-05,0.919568736435134,0.89019626402498,structured,4.37890724045019,597833.86
50,1,Chr2,0.000178858571545972,0.999999999999977,0.970627527589823,structured,5.74661088748519,597833.86
50,1,Chr2,4.16258672890497e-05,0.766359697889793,0.736987225479638,structured,6.1329364476844,597833.86
50,1,Chr2,8.06907907305421e-05,0.684896684867062,0.655524212456907,structured,9.62313046912469,597833.86
50,1,Chr2,2.88611092730744e-05,0.883388409298302,0.854015936888148,structured,8.09013097736089,597833.86
50,1,Chr2,1.23706524715223e-05,1,0.970627527589846,structured,5.57012883125805,597833.86
50,1,Chr2,1.48342772008887e-06,1,0.970627527589846,structured,3.14880888934024,597833.86
50,1,Chr2,0,0.960536865330893,0.931164392920738,structured,0,597833.86
50,1,Chr2,0,0.965006061726048,0.935633589315894,structured,0,597833.86
50,1,Chr2,0,0.965537755355958,0.936165282945804,structured,0,597833.86
50,1,Chr2,0,0.96006815139432,0.930695678984166,structured,0,597833.86
50,1,Chr2,1.37402284821981e-06,0.879110884748938,0.849738412338784,structured,1.80192363381091,597833.86
50,1,Chr2,2.21783139432965e-05,0.843766331018192,0.814393858608038,structured,2.6830196603451,597833.86
50,1,Chr2,2.33001193460506e-05,0.91024268634832,0.880870213938166,structured,2.2330618744144,597833.86
50,1,Chr2,2.48760762845956e-05,0.540459282372617,0.511086809962463,structured,4.63637320178027,597833.86
50,1,Chr2,4.55829901964093e-05,0.889127572057793,0.859755099647639,structured,3.34654904162967,597833.86
50,1,Chr2,1.86344033407594e-05,0.925060369507517,0.895687897097363,structured,2.13973237821788,597833.86
50,1,Chr2,1.71571312140516e-05,0.914890420748423,0.885517948338268,structured,1.92007963741779,597833.86
50,1,Chr2,1.0037288092507e-06,0.858872170573059,0.829499698162904,structured,0.572145598113512,597833.86
50,1,Chr2,1.38121827515342e-06,0.933386044511199,0.904013572101044,structured,0.0649946906414975,597833.86
50,1,Chr2,8.34732410155888e-06,1,0.970627527589846,structured,0.590925933823033,597833.86
50,1,Chr2,1.34141824664372e-05,1,0.970627527589846,structured,1.34150983017256,597833.86
50,1,Chr2,2.47341573269874e-06,0.956470786562117,0.927098314151962,structured,0.773032623544902,597833.86
50,1,Chr2,0,0.975273895454491,0.945901423044337,structured,0,597833.86
50,1,Chr2,0,0.914107268723086,0.884734796312932,structured,0.0361338712794935,597833.86
50,1,Chr2,1.85439093864109e-06,0.804385535172328,0.775013062762174,structured,0.0894897455289664,597833.86
50,1,Chr2,2.76259734802682e-07,0.64517943193006,0.615806959519906,structured,0.0504443083220852,597833.86
50,1,Chr2,0,0.932205246815136,0.902832774404981,structured,0,597833.86
50,1,Chr2,6.48987756374315e-06,0.984962556988849,0.955590084578694,structured,0.41735343101668,597833.86
50,1,Chr2,3.01622868046594e-05,0.957638643676852,0.928266171266697,structured,2.34430315848846,597833.86
50,1,Chr2,9.62613019057805e-05,0.999999999999986,0.970627527589831,structured,2.08263017288707,597833.86
50,1,Chr2,9.22795108571016e-07,0.928126257280019,0.898753784869864,structured,0.170613153323384,597833.86
50,1,Chr2,3.6968001379629e-06,0.985681778897507,0.956309306487353,structured,0.446612374882875,597833.86
50,1,Chr2,1.74084012332946e-05,0.999999999999976,0.970627527589821,structured,0.670918460459658,597833.86
50,1,Chr2,0.000144883157098648,0.999999999999986,0.970627527589831,structured,0.803306930308317,597833.86
50,1,Chr2,2.50605666054458e-05,0.90785510648213,0.878482634071975,structured,1.89098487971818,597833.86
50,1,Chr2,1.84558635278674e-05,0.93494064028044,0.905568167870286,structured,1.88156804862789,597833.86
50,1,Chr2,2.6550161658809e-05,0.765733281502714,0.73636080909256,structured,1.68347506210038,597833.86
50,1,Chr2,2.17413284807568e-05,0.99999999999998,0.970627527589826,structured,1.95101606313302,597833.86
50,1,Chr2,8.79655774057399e-06,1,0.970627527589846,structured,1.60365877497343,597833.86
50,1,Chr2,8.24720110924952e-05,0.82506467748463,0.795692205074475,structured,3.24615645159721,597833.86
50,1,Chr2,6.39618585703112e-05,0.973185734339329,0.943813261929175,structured,3.48441174757688,597833.86
50,1,Chr2,0.000124404887494254,0.999999999999972,0.970627527589817,structured,3.10623396903214,597833.86
