label,D,Q,grid,thr,n_cells
A15_Chr20:0.18-0.26Mb,0.103448275862069,0.103448275862069,P20,rec50,116
A16_Chr20:3.67-3.67Mb,0,0,P20,rec50,116
A17_Chr20:8.89-8.90Mb,0.0258620689655172,0.0258620689655172,P20,rec50,116
A01_Chr1:27.28-27.28Mb,0,0,P20,rec75,116
A02_Chr1:21.50-21.93Mb*inv,0.103448275862069,0.103448275862069,P20,rec75,116
A03_Chr3:13.03-13.03Mb,0,0,P20,rec75,116
A04_Chr4:22.51-22.51Mb,0.00862068965517241,0.00862068965517241,P20,rec75,116
A05_Chr4:25.67-25.99Mb,0,0,P20,rec75,116
A06_Chr4:27.55-27.55Mb,0.0258620689655172,0.0258620689655172,P20,rec75,116
A07_Chr4:12.81-12.81Mb*Eda,0.0344827586206897,0.0344827586206897,P20,rec75,116
A08_Chr5:2.48-2.50Mb,0.103448275862069,0.103448275862069,P20,rec75,116
A09_Chr7:11.55-11.66Mb,0.0517241379310345,0.0517241379310345,P20,rec75,116
A10_Chr12:15.55-15.55Mb,0.00862068965517241,0.00862068965517241,P20,rec75,116
A11_Chr12:16.52-16.55Mb,0.0344827586206897,0.0344827586206897,P20,rec75,116
A12_Chr17:6.55-6.77Mb,0.0258620689655172,0.0258620689655172,P20,rec75,116
A13_Chr17:9.94-9.94Mb,0.0344827586206897,0.0344827586206897,P20,rec75,116
A14_Chr18:5.61-5.61Mb,0.0172413793103448,0.0172413793103448,P20,rec75,116
A15_Chr20:0.18-0.26Mb,0.103448275862069,0.103448275862069,P20,rec75,116
A16_Chr20:3.67-3.67Mb,0,0,P20,rec75,116
A17_Chr20:8.89-8.90Mb,0.0258620689655172,0.0258620689655172,P20,rec75,116
A01_Chr1:27.28-27.28Mb,0,0,P10,rec25,86
A02_Chr1:21.50-21.93Mb*inv,0.104651162790698,0.104651162790698,P10,rec25,86
A03_Chr3:13.03-13.03Mb,0,0,P10,rec25,86
A04_Chr4:22.51-22.51Mb,0,0,P10,rec25,86
A05_Chr4:25.67-25.99Mb,0,0,P10,rec25,86
A06_Chr4:27.55-27.55Mb,0,0,P10,rec25,86
A07_Chr4:12.81-12.81Mb*Eda,0.0348837209302326,0.0348837209302326,P10,rec25,86
A08_Chr5:2.48-2.50Mb,0.116279069767442,0.116279069767442,P10,rec25,86
A09_Chr7:11.55-11.66Mb,0.0465116279069768,0.0465116279069768,P10,rec25,86
A10_Chr12:15.55-15.55Mb,0,0,P10,rec25,86
A11_Chr12:16.52-16.55Mb,0.0116279069767442,0.0116279069767442,P10,rec25,86
A12_Chr17:6.55-6.77Mb,0,0,P10,rec25,86
A13_Chr17:9.94-9.94Mb,0.0116279069767442,0.0116279069767442,P10,rec25,86
A14_Chr18:5.61-5.61Mb,0,0,P10,rec25,86
A15_Chr20:0.18-0.26Mb,0.13953488372093,0.13953488372093,P10,rec25,86
A16_Chr20:3.67-3.67Mb,0,0,P10,rec25,86
A17_Chr20:8.89-8.90Mb,0.0232558139534884,0.0232558139534884,P10,rec25,86
A01_Chr1:27.28-27.28Mb,0,0,P10,rec50,86
A02_Chr1:21.50-21.93Mb*inv,0.104651162790698,0.104651162790698,P10,rec50,86
A03_Chr3:13.03-13.03Mb,0,0,P10,rec50,86
A04_Chr4:22.51-22.51Mb,0,0,P10,rec50,86
A05_Chr4:25.67-25.99Mb,0,0,P10,rec50,86
A06_Chr4:27.55-27.55Mb,0,0,P10,rec50,86
A07_Chr4:12.81-12.81Mb*Eda,0.0348837209302326,0.0348837209302326,P10,rec50,86
A08_Chr5:2.48-2.50Mb,0.116279069767442,0.116279069767442,P10,rec50,86
A09_Chr7:11.55-11.66Mb,0.0465116279069768,0.0465116279069768,P10,rec50,86
A10_Chr12:15.55-15.55Mb,0,0,P10,rec50,86
A11_Chr12:16.52-16.55Mb,0.0116279069767442,0.0116279069767442,P10,rec50,86
A12_Chr17:6.55-6.77Mb,0,0,P10,rec50,86
A13_Chr17:9.94-9.94Mb,0.0116279069767442,0.0116279069767442,P10,rec50,86
A14_Chr18:5.61-5.61Mb,0,0,P10,rec50,86
A15_Chr20:0.18-0.26Mb,0.104651162790698,0.104651162790698,P10,rec50,86
A16_Chr20:3.67-3.67Mb,0,0,P10,rec50,86
A17_Chr20:8.89-8.90Mb,0.0232558139534884,0.0232558139534884,P10,rec50,86
A01_Chr1:27.28-27.28Mb,0,0,P10,rec75,86
A02_Chr1:21.50-21.93Mb*inv,0.104651162790698,0.104651162790698,P10,rec75,86
A03_Chr3:13.03-13.03Mb,0,0,P10,rec75,86
A04_Chr4:22.51-22.51Mb,0,0,P10,rec75,86
A05_Chr4:25.67-25.99Mb,0,0,P10,rec75,86
A06_Chr4:27.55-27.55Mb,0,0,P10,rec75,86
A07_Chr4:12.81-12.81Mb*Eda,0.0348837209302326,0.0348837209302326,P10,rec75,86
A08_Chr5:2.48-2.50Mb,0.104651162790698,0.104651162790698,P10,rec75,86
A09_Chr7:11.55-11.66Mb,0.0465116279069768,0.0465116279069768,P10,rec75,86
A10_Chr12:15.55-15.55Mb,0,0,P10,rec75,86
A11_Chr12:16.52-16.55Mb,0.0116279069767442,0.0116279069767442,P10,rec75,86
A12_Chr17:6.55-6.77Mb,0,0,P10,rec75,86
A13_Chr17:9.94-9.94Mb,0.0116279069767442,0.0116279069767442,P10,rec75,86
A14_Chr18:5.61-5.61Mb,0,0,P10,rec75,86
A15_Chr20:0.18-0.26Mb,0.104651162790698,0.104651162790698,P10,rec75,86
A16_Chr20:3.67-3.67Mb,0,0,P10,rec75,86
A17_Chr20:8.89-8.90Mb,0.0232558139534884,0.0232558139534884,P10,rec75,86
A01_Chr1:27.28-27.28Mb,0,0,P05,rec25,42
A02_Chr1:21.50-21.93Mb*inv,0,0,P05,rec25,42
A03_Chr3:13.03-13.03Mb,0,0,P05,rec25,42
A04_Chr4:22.51-22.51Mb,0,0,P05,rec25,42
A05_Chr4:25.67-25.99Mb,0,0,P05,rec25,42
A06_Chr4:27.55-27.55Mb,0,0,P05,rec25,42
A07_Chr4:12.81-12.81Mb*Eda,0,0,P05,rec25,42
A08_Chr5:2.48-2.50Mb,0,0,P05,rec25,42
A09_Chr7:11.55-11.66Mb,0,0,P05,rec25,42
A10_Chr12:15.55-15.55Mb,0,0,P05,rec25,42
A11_Chr12:16.52-16.55Mb,0,0,P05,rec25,42
A12_Chr17:6.55-6.77Mb,0,0,P05,rec25,42
A13_Chr17:9.94-9.94Mb,0,0,P05,rec25,42
A14_Chr18:5.61-5.61Mb,0,0,P05,rec25,42
A15_Chr20:0.18-0.26Mb,0,0,P05,rec25,42
A16_Chr20:3.67-3.67Mb,0,0,P05,rec25,42
A17_Chr20:8.89-8.90Mb,0,0,P05,rec25,42
A01_Chr1:27.28-27.28Mb,0,0,P05,rec50,42
A02_Chr1:21.50-21.93Mb*inv,0,0,P05,rec50,42
A03_Chr3:13.03-13.03Mb,0,0,P05,rec50,42
A04_Chr4:22.51-22.51Mb,0,0,P05,rec50,42
A05_Chr4:25.67-25.99Mb,0,0,P05,rec50,42
A06_Chr4:27.55-27.55Mb,0,0,P05,rec50,42
A07_Chr4:12.81-12.81Mb*Eda,0,0,P05,rec50,42
A08_Chr5:2.48-2.50Mb,0,0,P05,rec50,42
A09_Chr7:11.55-11.66Mb,0,0,P05,rec50,42
A10_Chr12:15.55-15.55Mb,0,0,P05,rec50,42
A11_Chr12:16.52-16.55Mb,0,0,P05,rec50,42
A12_Chr17:6.55-6.77Mb,0,0,P05,rec50,42
A13_Chr17:9.94-9.94Mb,0,0,P05,rec50,42
A14_Chr18:5.61-5.61Mb,0,0,P05,rec50,42
A15_Chr20:0.18-0.26Mb,0,0,P05,rec50,42
A16_Chr20:3.67-3.67Mb,0,0,P05,rec50,42
A17_Chr20:8.89-8.90Mb,0,0,P05,rec50,42
A01_Chr1:27.28-27.28Mb,0,0,P05,rec75,42
A02_Chr1:21.50-21.93Mb*inv,0,0,P05,rec75,42
A03_Chr3:13.03-13.03Mb,0,0,P05,rec75,42
A04_Chr4:22.51-22.51Mb,0,0,P05,rec75,42
A05_Chr4:25.67-25.99Mb,0,0,P05,rec75,42
A06_Chr4:27.55-27.55Mb,0,0,P05,rec75,42
A07_Chr4:12.81-12.81Mb*Eda,0,0,P05,rec75,42
A08_Chr5:2.48-2.50Mb,0,0,P05,rec75,42
A09_Chr7:11.55-11.66Mb,0,0,P05,rec75,42
A10_Chr12:15.55-15.55Mb,0,0,P05,rec75,42
A11_Chr12:16.52-16.55Mb,0,0,P05,rec75,42
A12_Chr17:6.55-6.77Mb,0,0,P05,rec75,42
A13_Chr17:9.94-9.94Mb,0,0,P05,rec75,42
A14_Chr18:5.61-5.61Mb,0,0,P05,rec75,42
A15_Chr20:0.18-0.26Mb,0,0,P05,rec75,42
A16_Chr20:3.67-3.67Mb,0,0,P05,rec75,42
A17_Chr20:8.89-8.90Mb,0,0,P05,rec75,42
A01_Chr1:27.28-27.28Mb,0,0,U10,rec25,61
A02_Chr1:21.50-21.93Mb*inv,0.0491803278688525,0.0491803278688525,U10,rec25,61
A03_Chr3:13.03-13.03Mb,0,0,U10,rec25,61
A04_Chr4:22.51-22.51Mb,0,0,U10,rec25,61
A05_Chr4:25.67-25.99Mb,0,0,U10,rec25,61
A06_Chr4:27.55-27.55Mb,0,0,U10,rec25,61
A07_Chr4:12.81-12.81Mb*Eda,0.0163934426229508,0.0163934426229508,U10,rec25,61
A08_Chr5:2.48-2.50Mb,0.0491803278688525,0.0491803278688525,U10,rec25,61
A09_Chr7:11.55-11.66Mb,0.0163934426229508,0.0163934426229508,U10,rec25,61
A10_Chr12:15.55-15.55Mb,0,0,U10,rec25,61
A11_Chr12:16.52-16.55Mb,0,0,U10,rec25,61
A12_Chr17:6.55-6.77Mb,0,0,U10,rec25,61
A13_Chr17:9.94-9.94Mb,0,0,U10,rec25,61
A14_Chr18:5.61-5.61Mb,0,0,U10,rec25,61
A15_Chr20:0.18-0.26Mb,0.0491803278688525,0.0491803278688525,U10,rec25,61
A16_Chr20:3.67-3.67Mb,0,0,U10,rec25,61
A17_Chr20:8.89-8.90Mb,0,0,U10,rec25,61
A01_Chr1:27.28-27.28Mb,0,0,U10,rec50,61
A02_Chr1:21.50-21.93Mb*inv,0.0491803278688525,0.0491803278688525,U10,rec50,61
A03_Chr3:13.03-13.03Mb,0,0,U10,rec50,61
A04_Chr4:22.51-22.51Mb,0,0,U10,rec50,61
A05_Chr4:25.67-25.99Mb,0,0,U10,rec50,61
A06_Chr4:27.55-27.55Mb,0,0,U10,rec50,61
A07_Chr4:12.81-12.81Mb*Eda,0.0163934426229508,0.0163934426229508,U10,rec50,61
A08_Chr5:2.48-2.50Mb,0.0491803278688525,0.0491803278688525,U10,rec50,61
A09_Chr7:11.55-11.66Mb,0.0163934426229508,0.0163934426229508,U10,rec50,61
A10_Chr12:15.55-15.55Mb,0,0,U10,rec50,61
A11_Chr12:16.52-16.55Mb,0,0,U10,rec50,61
A12_Chr17:6.55-6.77Mb,0,0,U10,rec50,61
A13_Chr17:9.94-9.94Mb,0,0,U10,rec50,61
A14_Chr18:5.61-5.61Mb,0,0,U10,rec50,61
A15_Chr20:0.18-0.26Mb,0.0491803278688525,0.0491803278688525,U10,rec50,61
A16_Chr20:3.67-3.67Mb,0,0,U10,rec50,61
A17_Chr20:8.89-8.90Mb,0,0,U10,rec50,61
A01_Chr1:27.28-27.28Mb,0,0,U10,rec75,61
A02_Chr1:21.50-21.93Mb*inv,0.0491803278688525,0.0491803278688525,U10,rec75,61
A03_Chr3:13.03-13.03Mb,0,0,U10,rec75,61
A04_Chr4:22.51-22.51Mb,0,0,U10,rec75,61
A05_Chr4:25.67-25.99Mb,0,0,U10,rec75,61
A06_Chr4:27.55-27.55Mb,0,0,U10,rec75,61
A07_Chr4:12.81-12.81Mb*Eda,0.0163934426229508,0.0163934426229508,U10,rec75,61
A08_Chr5:2.48-2.50Mb,0.0491803278688525,0.0491803278688525,U10,rec75,61
A09_Chr7:11.55-11.66Mb,0.0163934426229508,0.0163934426229508,U10,rec75,61
A10_Chr12:15.55-15.55Mb,0,0,U10,rec75,61
A11_Chr12:16.52-16.55Mb,0,0,U10,rec75,61
A12_Chr17:6.55-6.77Mb,0,0,U10,rec75,61
A13_Chr17:9.94-9.94Mb,0,0,U10,rec75,61
A14_Chr18:5.61-5.61Mb,0,0,U10,rec75,61
A15_Chr20:0.18-0.26Mb,0.0491803278688525,0.0491803278688525,U10,rec75,61
A16_Chr20:3.67-3.67Mb,0,0,U10,rec75,61
A17_Chr20:8.89-8.90Mb,0,0,U10,rec75,61
A01_Chr1:27.28-27.28Mb,0,0,C001,rec25,107
A02_Chr1:21.50-21.93Mb*inv,0,0,C001,rec25,107
A03_Chr3:13.03-13.03Mb,0,0,C001,rec25,107
A04_Chr4:22.51-22.51Mb,0,0,C001,rec25,107
A05_Chr4:25.67-25.99Mb,0,0,C001,rec25,107
A06_Chr4:27.55-27.55Mb,0.0467289719626168,0.0467289719626168,C001,rec25,107
A07_Chr4:12.81-12.81Mb*Eda,0,0,C001,rec25,107
A08_Chr5:2.48-2.50Mb,0,0,C001,rec25,107
A09_Chr7:11.55-11.66Mb,0.0186915887850467,0.0186915887850467,C001,rec25,107
A10_Chr12:15.55-15.55Mb,0,0,C001,rec25,107
A11_Chr12:16.52-16.55Mb,0,0,C001,rec25,107
A12_Chr17:6.55-6.77Mb,0.158878504672897,0.158878504672897,C001,rec25,107
A13_Chr17:9.94-9.94Mb,0,0,C001,rec25,107
A14_Chr18:5.61-5.61Mb,0,0,C001,rec25,107
A15_Chr20:0.18-0.26Mb,0,0,C001,rec25,107
A16_Chr20:3.67-3.67Mb,0,0,C001,rec25,107
A17_Chr20:8.89-8.90Mb,0,0,C001,rec25,107
A01_Chr1:27.28-27.28Mb,0,0,C001,rec50,107
A02_Chr1:21.50-21.93Mb*inv,0,0,C001,rec50,107
A03_Chr3:13.03-13.03Mb,0,0,C001,rec50,107
A04_Chr4:22.51-22.51Mb,0,0,C001,rec50,107
A05_Chr4:25.67-25.99Mb,0,0,C001,rec50,107
A06_Chr4:27.55-27.55Mb,0,0,C001,rec50,107
A07_Chr4:12.81-12.81Mb*Eda,0,0,C001,rec50,107
A08_Chr5:2.48-2.50Mb,0,0,C001,rec50,107
A09_Chr7:11.55-11.66Mb,0,0,C001,rec50,107
A10_Chr12:15.55-15.55Mb,0,0,C001,rec50,107
A11_Chr12:16.52-16.55Mb,0,0,C001,rec50,107
A12_Chr17:6.55-6.77Mb,0,0,C001,rec50,107
A13_Chr17:9.94-9.94Mb,0,0,C001,rec50,107
A14_Chr18:5.61-5.61Mb,0,0,C001,rec50,107
A15_Chr20:0.18-0.26Mb,0,0,C001,rec50,107
A16_Chr20:3.67-3.67Mb,0,0,C001,rec50,107
A17_Chr20:8.89-8.90Mb,0,0,C001,rec50,107
A01_Chr1:27.28-27.28Mb,0,0,C001,rec75,107
A02_Chr1:21.50-21.93Mb*inv,0,0,C001,rec75,107
A03_Chr3:13.03-13.03Mb,0,0,C001,rec75,107
A04_Chr4:22.51-22.51Mb,0,0,C001,rec75,107
A05_Chr4:25.67-25.99Mb,0,0,C001,rec75,107
A06_Chr4:27.55-27.55Mb,0,0,C001,rec75,107
A07_Chr4:12.81-12.81Mb*Eda,0,0,C001,rec75,107
A08_Chr5:2.48-2.50Mb,0,0,C001,rec75,107
A09_Chr7:11.55-11.66Mb,0,0,C001,rec75,107
A10_Chr12:15.55-15.55Mb,0,0,C001,rec75,107
A11_Chr12:16.52-16.55Mb,0,0,C001,rec75,107
A12_Chr17:6.55-6.77Mb,0,0,C001,rec75,107
A13_Chr17:9.94-9.94Mb,0,0,C001,rec75,107
A14_Chr18:5.61-5.61Mb,0,0,C001,rec75,107
A15_Chr20:0.18-0.26Mb,0,0,C001,rec75,107
A16_Chr20:3.67-3.67Mb,0,0,C001,rec75,107
A17_Chr20:8.89-8.90Mb,0,0,C001,rec75,107
